CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto
161,MT,117731,B,"30,0",0,,"3,77336","2,88467","0,17343",CINZA,PROVA CINZA,,,2021,"788,466215133667",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117731.png,"Questão 161 ""=== enemanar
O organizador de uma competição de lançamento de
dardos pretende tomar o campeonato mais competitivo.
Pelas regras atuais da competição, numa rodada, o
jogador lança 3 dardos e pontua caso acerte pelo menos
um deles no alvo. O organizador considera que, em
média, os jogadores têm, em cada lançamento, 1
probabilidade de acertar um dardo no alvo.

Afim de tomar o jogo mais atrativo, planeja modificar

as regras de modo que a probabilidade de um jogador
pontuar em uma rodada seja igual ou superior a 9. Para
isso, decide aumentar a quantidade de dardos a serem
lançados em cada rodada.
Com base nos valores considerados pelo organizador da
competição, a quantidade mínima de dardos que devem
ser disponibilizados em uma rodada para tomar 0 jogo
mais atrativo é
","818,7310695648193","905,1411151885986","58,67"
137,MT,84906,C,"30,0",0,,"2,83889","1,93199","0,25173",Cinza,PROVA CINZA PPL REAPLICACAO,,"0,0",2019,"693,2060718536377",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/84906.png,"Questão 137
Um país decide investir recursos na educação em
suas cidades que tenham um alto nível de analfabetismo.
Osrecursos serão divididos de acordo com a idade média
da população que é analfabeta, conforme apresentado
no quadro.
Idade média da população
GE analfabeta (1)
1 M<22
n 22<M<27
am 27<M<32
mv 32<M=<37
V M>37

Uma cidade desse país possui = do total de
analfabetos de sua população compodio por mulheres.

Considerando a média de idade da população analfabeta
dessa cidade, ela receberá o recurso

o!
oi
eu
ou
ev
","728,7209033966064","844,7282314300537","62,59"
168,MT,85614,B,"26,0",0,,"1,7605","2,08077","0,18072",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2020,"708,0881595611572",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85614.png,"Questão 168

Uma pesquisa de mercado sobre produtos de higiene e limpeza apresentou o comparativo entre duas marcas, A

e B. Esses produtos são concentrados e, para sua utilização, é necessária sua diluição em água.

O quadro apresenta a comparação em relação ao preço dos produtos de cada marca e ao rendimento de

da produto em litro.

Produtos Nata | macae | MarcaAo | Marcas”
Sabão líquido concentrado (1 L) R$ 6,00 R$5,10 3L 25L
Alvejante concentrado (1 L) R$4,50 R$ 3,00 12L 9L
Amaciante concentrado (1 L) R$4,50 R$ 5,00 TL eL
Detergente concentrado (1 L) R$ 1,60 R$220 3L aL

Um consumidor pretende comprar um litro de cada produto e para isso escolherá a marca com o menor custo em

relação ao rendimento.

Nessas condições, as marcas dos quatro produtos adquiridos pelo consumidor, na ordem apresentada na tabela, são

0000
","772,2775936126709","957,6408863067628","59,04"
175,MT,117950,A,"7,0",0,,"3,76775","2,42062","0,20831",Cinza,PROVA CINZA,,"0,0",2019,"742,0675754547119",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117950.png,"Questão 175

As luminárias para um laboratório de matemáti
serão fabricadas em forma de sólidos geométricos.
Uma delas terá a forma de um tetraedro truncado.
Esse sólido é gerado a partir de secções paralelas
a cada uma das faces de um tetraedro regular.
Para essa luminária, as secções serão feitas de
maneira que, em cada corte, um terço das arestas
seccionadas serão removidas. Uma dessas secções
está indicada na figura.

&-e

Essa luminária terá por faces.

O 4 hexágonos regulares e 4 triângulos equiláteros.
O 2 hexágonos regulares e 4 triângulos equiláteros.
O «4 quadriláteros e 4 triângulos isósceles.
O 3 quadriláteros e 4 triângulos isósceles.
Q 3 hexágonos regulares e 4 triângulos equiláteros.
","770,8494663238525","857,750654220581","60,42"
162,MT,117624,E,"7,0",0,,"1,50255","2,16194","0,08889",CINZA,PROVA CINZA,,,2021,"716,1800861358643",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117624.png,"Questão 162 enemecar

Num octaedro regular, duas faces são consideradas
opostas quando não têm nem arestas, nem vértices em
comum. Na figura, observa-se um octaedro regular e uma
de suas planificações, na qual há uma face colorida na
cor cinza escuro é outras quatro faces numeradas,

Qualis) face(s) ficará(ão) oposta(s) à face de cor cinza
escuro, quando o octaedro for reconstruído a partir da

","800,6184101104736","1015,7554149627686","54,44"
158,MT,29269,C,"18,0",0,,"2,74932","1,3515","0,18733",Cinza,PROVA CINZA PPL REAPLICACAO,,"0,0",2018,"635,1559162139893",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/29269.png,"QUESTÃO 158

Um rapaz possui um carro usado e deseja utilizá-lo
como parte do pagamento na compra de um carro novo.
Ele sabe que, mesmo assim, terá que financiar parte do
valor da compra.

Depois de escolher o modelo desejado, o rapaz faz
uma pesquisa sobre as condições de compra em três lojas.
diferentes. Em cada uma, é informado sobre o valor que
a loja pagaria por seu carro usado, no caso de a compra
ser feita na própria loja. Nas três lojas são cobrados juros
simples sobre o valor a ser financiado, e a duração do
financiamento é de um ano. O rapaz escolherá a loja em
que o total, em real, a ser desembolsado será menor.
O quadro resume o resultado da pesquisa.

Valor oferecido pelo | Valor do carro | Percentual
Loja) carrousado (R$) | novo(R$) | dejuros (%)

A 13 500,00 28 500,00 | 18a0ano
B 13 000,00 27 000,00 | 20a0ano
c 12 000,00 26 500,00 | 19a0ano

A quantia a ser desembolsada pelo rapaz, em real, será
14000.
15000.
16800.
17255.
47 700.

voooo
","675,8706569671631","794,6579456329346","59,37"
168,MT,86027,B,"22,0",0,,"1,4909","3,45729","0,09597",Cinza,PROVA CINZA,,"0,0",2018,"845,7343578338623",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86027.png,"QUESTÃO 168

Para apagar os focos A e B de um incêndio, que
estavam a uma distância de 30 m um do outro, os
bombeiros de um quartel decidiram se posicionar de
modo que a distância de um bombeiro ao foco A, de
temperatura mais elevada, fosse sempre o dobro da
distância desse bombeiro ao foco B, de temperatura
menos elevada.

Nestas condições, a maior distância, em metro, que dois
bombeiros poderiam ter entre eles é

ooo
s858B8
","930,1416873931884","1147,100210189819","54,8"
152,MT,67147,D,"1,0",0,,"1,45002","0,98124","0,20846",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2022,"598,1128215789795",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/67147.png,"QUESTÃO 152

Uma escola realizou uma pesquisa entre todos os
seus estudantes e constatou que três em cada dez deles
estão matriculados em algum curso extracurricular de
língua estrangeira.

Em relação ao número total de estudantes dessa escola,
qual porcentagem representa o número de alunos
matriculados em algum curso extracurricular de língua
estrangeira?

0,3%

0,33%

3%

30%

33%

0000
","672,9094982147217","898,7181186676025","60,42"
138,MT,89750,B,"5,0",0,,"1,50625","1,98946","0,20665",Cinza,PROVA CINZA PPL REAPLICACAO,,"0,0",2018,"698,9376544952393",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/89750.png,"QUESTÃO 138

Um torrefador comprou uma saca de 60 kg de café
especial cru (antes de torrar) por R$ 400,00. Devido à
perda de umidade durante o processo de torrefação, são
perdidos 10 kg de café por saca.

O torrefador irá vender o café torrado em embalagens
de um quilograma e tem por objetivo obter um lucro de
200%, em relação ao valor pago, por unidade vendida.

Que preço de venda, por unidade, este torrefador deverá
estabelecer para atingir o seu objetivo?

R$32,00

R$24,00

R$20,00

R$16,00

R$ 8,00

vovo
","771,1427211761475","988,4731769561768","60,33"
167,MT,30781,C,"4,0",0,,"1,44209","1,37865","0,14881",CINZA,PROVA CINZA,,,2021,"637,864351272583",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30781.png,"Questão 167 == enemaa

Um lava-rápido oferece dois tipos de lavagem de
veículos: lavagem simples, ao preço de R$ 20,00, e
lavagem completa, ao preço de R$ 35,00. Para cobrir
as despesas com produtos e funcionários, e não ter
prejuízos, o lava-rápido deve ter uma receita diária de,
pelo menos, R$ 300,00.

Para não ter prejuizo, o menor número de lavagens
diárias que o lava-rápido deve efetuar é

06

os

es.

Os

e 2.
","719,7253704071045","945,2121257781982","57,44"
176,MT,55387,B,"2,0",0,,"2,59667","1,34028","0,15449",CINZA,PROVA CINZA,,"0,0",2020,"634,0186595916748",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/55387.png,"Questão 176 757 ao

O artista gráfico holandês Maurits Com
criou belíssimas obras nas quais as imagens se repetiam,
com diferentes tamanhos, induzindo ao raciocínio de
repetição infinita das imagens. Inspirado porele, umartista.
fez um rascunho de uma obra na qual propunha a i
de construção de uma sequência de infinitos quadrados,
“cada vez menores, uns sob os outros, conforme indicado
na figura.

PRO IR

112

14

O quadrado PRST, com lado de medida 1, é o ponto
de partida. O segundo quadrado é construído sob ele
tomando-se o ponto médio da base do quadrado anterior
e criando-se um novo quadrado, cujo lado corresponde.
à metade dessa base. Essa sequência de construção se
repete recursivamente.

Qual é a medida do lado do centésimo quadrado
construído de acordo com esse padrão?
","679,1512966156006","804,4569492340088","57,72"
141,MT,85018,E,"17,0",0,,"1,63837","2,68497","0,14392",AZUL,PROVA AZUL,,"0,0",2016,"768,5081958770752",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85018.png,"O aaaaanaaa atas nea aaa
De forma geral, os pneus radiais trazem em
sua lateral uma marcação do tipo abcideRfg, como
185/65R15. Essa marcação identifica as medidas do
pneu da seguinte forma:
+ abo é a medida da largura do pneu, em milímetro;
+ de é igual ao produto de 100 pela razão entre a
medida da altura (em milímetro) e a medida da
largura do pneu (em milímetro);
* Reignifca radial;
+ fg é a medida do diâmetro interno do pneu, em
polegada

A figura ilustra as variáveis relacionadas com
esses dados.

ata

Dânem
áteno

Tama

O proprietário de um veículo precisa trocar os pneus
de seu carro e, ao chegar a uma loja, é informado
por um vendedor que há somente pneus com os
seguintes códigos: 175/65R15, 175/75R15, 175/80R15,
185/60R15 e 205/55R15. Analisando, juntamente com
o vendedor, as opções de pneus disponíveis, concluem
que o pneu mais adequado para seu veículo é o que
tem a menor altura.

Desta forma, o proprietário do veículo deverá comprar o
pneu com a marcação

205/55R15.
175165R15.
AT5IT5RAS.
175180R15.
185/60R15.

0000
","841,0065174102783","1039,3779277801514","57,2"
154,MT,18908,E,"3,0",0,,"2,96735","2,38952","0,16802",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2020,"738,9514446258545",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/18908.png,"Questão 154 EPSON NEEM

Foi feita uma pesquisa sobre a escolaridade dos
funcionários de uma empresa. Verificou-se que i dos
homens que ali trabalham têm o ensino médio completo,
enquanto 5 das mulheres que trabalham na empresa
têm o ensino médio completo. Constatou-se, também, que
entre todos os que têm o ensino médio completo, metade
são homens.

Afração que representa o número de funcionários homens
em relação ao total de funcionários dessa empresa é

1
95

3
Om

","777,7254581451416","887,5410556793213","58,4"
153,MT,45081,D,"28,0",0,,"1,11894","0,27904","0,19659",AZUL,PROVA AZUL,,"0,0",2016,"527,9057025909424",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/45081.png,"QUESTÃO 153

Em uma cidade, o número de casos de dengue
confirmados aumentou consideravelmente nos últimos
dias. A prefeitura resolveu desenvolver uma ação
contratando funcionários para ajudar no combate à
doença, os quais orientarão os moradores a eliminarem
criadouros do mosquito Aedes aegypti, transmissor da
dengue. A tabela apresenta o número atual de casos
confirmados, por região da cidade.

Região Casos confirmados.
Oeste 237
Centro 262
Norte 158
Sul 159
Noroeste 160
Leste 278
Centro-Oeste 300]
Centro-Sul 278

A prefeitura optou pela seguinte distribuição dos

funcionários a serem contratados:

110 funcionários para cada região da cidade cujo
número de casos seja maior que a média dos
casos confirmados.

IL 7 funcionários para cada região da cidade cujo
número de casos seja menor ou igual à média dos
casos confirmados.

Quantos funcionários a prefeitura deverá contratar para
efetivar a ação?

os

oe

o e

o7

e s
","626,5943050384521","918,788194656372","59,83"
166,MT,39894,B,"24,0",0,,"1,63915","2,13806","0,1433",CINZA,PROVA CINZA PPL REAPLICACAO,,"0,0",2022,"713,7911319732666",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/39894.png,"QUESTÃO 166

Um investidor comprou ações de uma empresa em
3 de maio de certo ano (uma segunda-feira), pagando
R$ 20,00 por cada uma. As ações mantinham seus
preços inalterados por uma semana e tinham novos
valores divulgados pela empresa a cada segunda-feira,
antes da realização de qualquer negócio. O quadro
ilustra o valor de uma dessas ações, em real, ao longo
de algumas semanas

Semana Valor (R$)
03 a 09 de maio 20
10 a 16 de maio 25
17 a 23 de maio 20
24 a 30 de maio 35
31 de maio a 06 de junho 45

O investidor vendeu suas ações em 7 de junho, mas
fez isso antes da divulgação do valor das ações naquela
semana. E obteve, por cada ação, a média entre os
valores unitários da primeira e última semanas indicados
no quadro.

Suponha que o valor divulgado para uma ação
daquela empresa na semana de 7 a 13 de junho tenha
sido 30% maior que a média dos valores nas semanas
observadas no quadro.

Se o investidor tivesse vendido as ações pelo preço
divulgado para a semana de 7 a 13 de junho, quanto ele
teria recebido a mais, em real, pela venda de cada ação?
045

o 520

o 975

o 1625

e 2600
","786,33713722229","984,6036434173584","57,16"
157,MT,37515,E,"27,0",0,,"2,78017","0,90583","0,12599",AZUL,PROVA AZUL,,"0,0",2016,"590,5835628509521",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/37515.png,"QUESTÃO 157

A permanência de um gerente em uma empresa está
condicionada à sua produção no semestre. Essa produção
é avaliada pela média do lucro mensal do semestre. Se a
média for, no mínimo, de 30 mil reais, o gerente permanece
no cargo, caso contrário, ele será despedido. O quadro
mostra o lucro mensal, em milhares de reais, dessa
empresa, de janeiro a maio do ano em curso.

Janeiro [Fevereiro[ Março | Abril | Maio
2” 35 2” 30 38

Qual deve ser o lucro mínimo da empresa no mês de
junho, em milhares de reais, para o gerente continuar no
cargo no próximo semestre?

oz

02

e 3

031

03

","634,2833042144775","750,9677410125732","56,3"
