CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto
47,LC,30686,D,"25,0",0,,"2,89405","0,22967","0,17834",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"522,972822189331",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30686.png,"QUESTÃO 42

Entrei numa lida muito dificultosa. Martírio sem fim o de não entender nadinha do que vinha nos livros e do que o
mestre Frederico falava. Estranheza colosso me cegava e me punha tonto. Acho bem que foi desse tempo o mal que
me acompanha até hoje de ser recanteado e meio mocorongo. Com os meus, em casa, conversava por trinta, tinha
ladineza é entendimento. Na rua e na escola — nada; era completamente afrásico. As pessoas eram bichos do outro
mundo que temperavam um palavreado grego de tudo.

Já sabia ajuntar as silabas e ler por cima toda coisa, mas descrencei e perdi a influência de ir à escola, porque
diante dos escritos que o mestre me passava e das lições marcadas nos livros, fiquei sendo um quarta-feira de marca
maior. Alívio bom era quando chegava em casa.

BERNARDES, C Rememárias dos. Gon Lea, 190
O narrador relata suas experiências na primeira escola que frequentou e utiliza construções linguísticas próprias de
determinada região, constatadas pelo

registro de palavras como “estranheza! e “cegava”.
emprego de regência não padrão em “chegar em casa”
uso de dupla negação em “não entender nadinha”.
emprego de palavras como “descrencei” e “ladineza”
uso do substantivo “bichos” para retomar “pessoas”

vovoo
","562,1545314788818","674,8812198638916","58,92"
48,LC,7069,B,"2,0",0,,"2,56455","-0,514","0,08064",AMARELA,PROVA AMARELA REGULAR,,"0,0",2017,"448,5957622528076",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/7069.png,"QUESTÃO 43

Leia
para uma
criança.

A cada livro,
o Brasil inteiro vira a página.
Gostar de ler é o início de

uma história cheia de descobertas.
e aprendizados na vida da criança.
E tudo começa quando você abro.
um livro para ela.

Época, 1.08, out 2014 (tapado,
Os textos publicitários são produzidos para cumprir
determinadas funções comunicativas. Os objetivos desse
cartaz estão voltados para a conscientização dos
brasileiros sobre a necessidade de

as crianças frequentarem a escola regularmente.
a formação leitora começar na infância.

a alfabetização acontecer na idade certa.

a literatura ter o seu mercado consumidor ampliado.
as, escolas desenvolverem campanhas a favor da
leitura.

vovoo
","498,51346015930176","624,4652271270752","54,03"
48,LC,28997,A,"17,0",0,,"2,4312","1,37674","0,19208",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"637,6664638519287",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/28997.png,"QUESTÃO 43

Sou um homem comum
brasileiro, maior, casado, reservista,

e não vejo na vida, amigo

nenhum sentido, senão

lutarmos juntos por um mundo melhor.
Poeta fui de rápido destino

Mas a poesia é rara e não comove
nem move o pau de arara.

Quero, por isso, falar com você

de homem para homem,

apoiar-me em você

oferecer-lhe meu braço

que o tempo é pouco

e o latifúndio está aí matando

1

Homem comum, igual

a voc
1
Mas somos muitos milhões de homens
comuns

e podemos formar uma muralha

com nossos corpos de sonhos e margaridas

FERREIRA GULLAR. Dentro da noite veloz
Rio de Janeiro: José Olympio. 2013 (ragmento

No poema, ocorre uma aproximação entre a realidade
social e o fazer poético, frequente no Modernismo. Nessa
aproximação, o eu lírico atribui à poesia um caráter de

O agregação construtiva e poder de intervenção na
ordem instituída

força emotiva e capacidade de preservação da
memória social.

denúncia retórica e habilidade para sedimentar
sonhos e utopias.

ampliação do universo cultural e intervenção nos
valores humanos.

identificação com o discurso masculino e
questionamento dos temas líricos.

oo o
","683,4022998809814","817,8083896636963","59,6"
49,LC,90020,C,"24,0",0,,"2,11132","1,36576","0,19052",AMARELA,PROVA AMARELA REGULAR,,"0,0",2017,"636,5864276885986",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90020.png,"QUESTÃO 44
Aí pelas três da tarde

Nesta sala atulhada de mesas, máquinas e papéis,
onde invejáveis escreventes dividiram entre si o bom”
senso do mundo, aplicando-se em ideias claras apesar
do ruído e do mormaço, seguros ao se pronunciarem
sobre problemas que afligem o homem moderno (espécie
da qual você, milênarmente cansado, talvez se sinta um

tanto excluído), largue tudo de repente sob os olhares a

sua volta, componha uma cara de louco quieto e perigoso,

faça os gestos mais calmos quanto os tais escribas mais
severos, dê um largo “ciao” ao trabalho do dia, assim
como quem se despede da vida, e surpreenda pouco
mais tarde, com sua presença em hora tão insólita, os que
estiveram em casa ocupados na limpeza dos armários,
que você não sabia antes como era conduzida. Convém
não responder aos olhares interrogativos, deixando
crescer, por instantes, a intensa expectativa que se
instala. Mas não exagere na medida e suba sem demora
ao quarto, libertando aí os pés das meias e dos sapatos,
tirando a roupa do corpo como se retirasse a importância
das coisas, pondo-se enfim em vestes mínimas, quem
sabe até em pelo, mas sem ferir o decoro (o seu decoro,
está claro), e aceitando ao mesmo tempo, como boa
verdade provisória, toda mudança de comportamento
NASSAR, R Menina a caminho. São Pad: Ci das Lea, 107

Em textos de diferentes gêneros, algumas estratégias

argumentativas referem-se a recursos | linguístico-

discursivos mobilizados para envolver o leitor. No texto,

caracteriza-se como estratégia de envolvimento a

O prescrição de comportamentos, como em: *,.] largue
tudo de repente sob os olhares a sua volta [..”

O apresentação de contraposição, como em: “Mas
não exagere na medida e suba sem demora ao
quarto [..)

& explicitação do interlocutor, como em: “[.] (espécie
da qual você, milenarmente cansado, talvez se sinta
um tanto excluído) [...

O descrição do espaço, como em: “Nesta sala atulhada
de mesas, máquinas e papéis, onde invejáveis
escreventes dividiram entre si o bom-senso do
mundo [...F.

O construção de comparações, como em: “.]
libertando aí os pés das meias e dos sapatos, tirando
a roupa do corpo como se retirasse a importância das
coisas [.. 7.
","689,3532276153564","844,0940380096436","59,53"
49,LC,97302,E,"11,0",0,,"2,82804","0,41827","0,10508",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"541,8198108673096",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97302.png,"QUESTÃO 44

“Orgulho de ser nordestino”: esse é o lema de uma
das torcidas organizadas do Ceará — a Cangaceiros
Alvinegros — que retrata bem qual o sentimento dos
torcedores desse clube, um dos mais expressivos do
Nordeste. Há entre os torcedores aqueles que torcem
apenas para o Ceará e aqueles que torcem por um time do
Sudeste também. Estes são denominados de “torcedores
mistos”, e estamos definindo aqui como pertencentes ao
campo da bifliação clubística

Emgeral, a bifiiação clubística permite que torcedores
se engajem aos times do Rio de Janeiro, por exemplo,
sobretudo pela histórica projeção política e posteriormente
midiática da então capital do Brasil. Contudo, no interior
da Cangaceiros Alvinegros, sustenta-se a autoafirmação
como nordestinos, rechaçando aqueles que deixam de
torcer pelo time local para se apegarem aos clubes mais
distantes. Ao serem questionados sobre como encaravam
a bifliação, um dos diretores da Cangaceiros foi enfático
ao afirmar: “Você já viu algum paulista ou carioca torcer
pra time do Nordeste? Então por que eu vou torcer pra
time do Sul?”

CANPOS, E: TOLEDO, LH O Bras a arqubancada: netas sobre a socabitade

teradoa Revista USP. , sei cut -no 2013 (saindo

O texto apresenta duas práticas distintas de filiação

aos clubes de futebol. Nesse contexto, o significado

expressado pelo lema “Orgulho de ser nordestino”
representa o(a)

O apreço pela manutenção das tradições nordestinas
por meio da bifliação clubística.

O aliança entre torcidas dos clubes do Sudeste e
Nordeste por meio da bifliação clubística

O orgulho dos torcedores do Ceará por torcerem para
um dos clubes mais expressivos do Nordeste.

O envaidecimento dos torcedores do Ceará por

enfrentarem clubes do Sudeste em condições de

igualdade.

resistência de torcedores dos clubes nordestinos

à tendência de bifliação clubística com clubes do

Sudeste.
","585,8676433563232","700,3443241119385","55,25"
50,LC,30995,C,"14,0",0,,"1,09319","3,12888","0,23786",AMARELA,PROVA AMARELA REGULAR,,"0,0",2017,"812,873125076294",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30995.png,"QUESTÃO 45

VALENTIM, R. Emblema 78. Acrílico sobre tela. 73 x 100 cm. 1978.

Disponível em: wi espacoare com br Acesso em 2 ago 2012.

A obra de Rubem Valentim apresenta emblemas que,
baseando-se em signos de religiões afro-brasileiras, se
transformam em produção artística. A obra Emblema 76
relaciona-se com o Modemismo em virtude da

simplificação de formas da paisagem brasileira
valorização de símbolos do processo de urbanização.

fusão de elementos da cultura brasileira com a arte
europeia.

alusão aos simbolos cívicos presentes na bandeira
nacional

composição simétrica de elementos relativos à
miscigenação racial

","907,4227809906006","1208,092451095581","61,89"
50,LC,62671,E,"16,0",0,,"4,27132","0,24731","0,12471",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"524,7347354888916",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/62671.png,"QUESTÃO 45

O exercício da crônica

Escrever prosa é uma arte ingrata. Eu digo prosa
fiada, como faz um cronista; não a prosa de um ficcionista,
na qual este é levado meio a tapas pelas personagens
e situações que, azar dele, criou porque quis. Com um
prosador do cotidiano, a coisa fia mais fino. Senta-se
diante de sua máquina, acende um cigarro, olha através
da janela e busca fundo em sua imaginação um fato
qualquer, de preferência colhido no noticiário matutino, ou
da véspera, em que, com as suas artimanhas peculiares,
possa injetar um sangue novo.

MORAES, V Para viver um grande amor: crias e poemas

“ão Pado: Cia das Letras 601

Nesse trecho, Vinicius de Moraes exercita a crônica para

pensá-la como gênero e prática. Do ponto de vista dele,
cabe ao cronista

criar fatos com a imaginação.
reproduzir as notícias dos jornais.
escrever em linguagem coloquial
construir personagens verossímeis.
ressignificar o cotidiano pela escrita.

vo0oo
","553,2186031341553","629,159688949585","56,24"
1,LC,7212,A,"6,0",0,,"2,02251","-0,42105","0,20161",Amarela,PROVA AMARELA PPL,"1,0","0,0",2018,"457,89408683776855",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/7212.png,N/A,"512,0818614959717","673,8345623016357","60,08"
1,LC,32893,C,"5,0",0,,"2,59894","0,65173","0,18129",Amarela,PROVA AMARELA REGULAR,"1,0","0,0",2018,"565,1633739471436",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/32893.png,N/A,"608,6270809173584","734,1973781585693","59,06"
1,LC,87507,B,"6,0",0,,"4,00263","0,48023","0,34654",Amarela,PROVA AMARELA REGULAR,"0,0","0,0",2018,"548,0282306671143",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/87507.png,N/A,"568,4750080108643","652,062177658081","67,33"
1,LC,90119,B,"5,0",0,,"2,61664","0,61521","0,22421",Amarela,PROVA AMARELA PPL,"0,0","0,0",2018,"561,5203380584717",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90119.png,N/A,"601,9322872161865","727,3190021514893","61,21"
2,LC,17485,B,"5,0",0,,"3,24021","0,77443","0,22017",Amarela,PROVA AMARELA PPL,"0,0","0,0",2018,"577,444314956665",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/17485.png,N/A,"610,2936267852783","711,4951610565186","61,01"
2,LC,55933,C,"6,0",0,,"1,35954","1,17424","0,25459",Amarela,PROVA AMARELA PPL,"1,0","0,0",2018,"617,4271106719971",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/55933.png,N/A,"691,2152767181396","933,5486888885498","62,73"
2,LC,59531,B,"7,0",0,,"1,17987","0,18899","0,05644",Amarela,PROVA AMARELA REGULAR,"1,0","0,0",2018,"518,8910961151123",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59531.png,N/A,"630,1944255828857","903,3839702606201","52,82"
2,LC,87035,B,"5,0",0,,"4,5056","0,73171","0,2227",Amarela,PROVA AMARELA REGULAR,"0,0","0,0",2018,"573,1766223907471",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/87035.png,N/A,"596,6989994049072","669,5024967193604","61,14"
3,LC,13652,E,"7,0",0,,"2,43311","0,94271","0,15103",Amarela,PROVA AMARELA REGULAR,"0,0","0,0",2018,"594,2671298980713",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/13652.png,N/A,"642,6470279693604","776,3259410858154","57,55"
3,LC,61229,E,"5,0",0,,"1,73024","1,83611","0,20924",Amarela,PROVA AMARELA PPL,"1,0","0,0",2018,"683,6049556732178",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/61229.png,N/A,"746,208906173706","935,4655742645264","60,46"
3,LC,84836,B,"5,0",0,,"1,76657","1,0366","0,213",Amarela,PROVA AMARELA REGULAR,"1,0","0,0",2018,"603,6608219146729",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/84836.png,N/A,"664,6101474761963","850,0616550445557","60,65"
3,LC,90002,A,"7,0",0,,"3,47246","0,67703","0,14079",Amarela,PROVA AMARELA PPL,"0,0","0,0",2018,"567,7025318145752",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/90002.png,N/A,"602,0514965057373","695,6164836883545","57,04"
4,LC,17817,A,"6,0",0,,"3,86369","0,85701","0,16228",Amarela,PROVA AMARELA PPL,"0,0","0,0",2018,"585,6959819793701",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/17817.png,N/A,"615,7128810882568","699,9986171722412","58,11"
4,LC,55925,D,"6,0",0,,"1,80017","0,8021","0,20292",Amarela,PROVA AMARELA REGULAR,"1,0","0,0",2018,"580,2218914031982",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/55925.png,N/A,"640,9661769866943","822,7293491363525","60,15"
4,LC,95804,D,"8,0",0,,"4,32651","0,80674","0,21308",Amarela,PROVA AMARELA REGULAR,"0,0","0,0",2018,"580,6701183319092",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/95804.png,N/A,"605,5562496185303","681,2803745269775","60,65"
4,LC,96786,E,"5,0",0,,"1,80719","1,02631","0,12053",Amarela,PROVA AMARELA PPL,"1,0","0,0",2018,"602,6403903961182",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/96786.png,N/A,"670,3059673309326","849,7159481048584","56,03"
5,LC,85387,C,"6,0",0,,"3,00737","0,91167","0,45573",Amarela,PROVA AMARELA REGULAR,"0,0","0,0",2018,"591,174840927124",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85387.png,N/A,"609,2255115509033","723,4518527984619","72,79"
5,LC,88480,B,"5,0",0,,"1,16779","1,53947","0,11223",Amarela,PROVA AMARELA REGULAR,"1,0","0,0",2018,"653,9409160614014",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/88480.png,N/A,"759,7129344940186","1037,1320247650146","55,61"
5,LC,97229,C,"6,0",0,,"3,37571","0,67092","0,15391",Amarela,PROVA AMARELA PPL,"1,0","0,0",2018,"567,0993328094482",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97229.png,N/A,"601,8297672271729","698,2104778289795","57,7"
5,LC,98220,D,"7,0",0,,"3,76232","0,83025","0,20321",Amarela,PROVA AMARELA PPL,"0,0","0,0",2018,"583,0233097076416",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/98220.png,N/A,"612,08176612854","699,054479598999","60,16"
6,LC,79142,E,"21,0",0,,"1,77337","1,05026","0,13052",Amarela,PROVA AMARELA PPL,,"0,0",2018,"605,0364971160889",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79142.png,"QUESTÃO 06

a ALEGA É MOTORISTA CONS cNTE

“E SEGURA AO ULTRAPASSAR CIC ER)

Sanção com os att Deja com conenc

No teto, o so da linguagem verbal a não verbal atende

à finalidade de

O chamar a atenção para o respoto aos sinais de
trânsito

O infoemar os motoristas sobre a segurança dos
usuários de ciclovias.

O alertar sobre os perigos presentes nas vias urbanas.
trasieras,

O cindgar a istância permitida entre carros e veículos

O propor musanças de postura por parte de motoristas.

no trânsito.
","673,1550693511963","856,1723232269287","56,53"
6,LC,112092,B,"27,0",0,,"2,40823","1,41052","0,06055",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"641,0567760467529",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/112092.png,"QUESTÃO 06

Ó Pátria amada,

Idolatrada,

Salve! Salvel

Brasil, de amor etemo seja simbolo

O lábaro que ostentas estrelado,

E diga o verde-louro dessa flâmula
—*Paz no futuro e glória no passado.”
Mas, se ergues da justiça a clava forte,
Verás que um filho teu não foge à luta,
Nem teme, quem te adora, a própria morte.
Terra adorada,

Entre outras mil,

Éstu, Brasil,

O Pátria amada!

Dos filhos deste solo és mãe gentil,
Pátria amada, Brasill

is aciona jon ao epi Ora Prq

O uso da norma-padrão na letra do Hino Nacional do
Brasil é justificado por tratar-se de um(a)

vovo

reverência de um povo a seu país.
género solene de caracteristica protocolar.

canção concebida sem interferência da oralidade.
escrita de uma fase mais antiga da língua portuguesa.
artefato cultural respeitado por todo o povo brasileiro.
","695,3494548797607","829,2405605316162","53,03"
7,LC,27299,B,"30,0",0,,"2,01498","-0,46648","0,20636",Amarela,PROVA AMARELA PPL,,"0,0",2018,"453,3569812774658",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/27299.png,"Para que serve a tecnologia

Computador

“Com os computadores e a internet, mudei muito.
A Lian de hoje é totalmente diferente daqueia de
antes da informática. Me abriu portas a, além de tudo,
fui aceita por pessoas que achava que não iriam
me aceitar. Com a internet, viajei o mundo. Fui até
Portugal e à África. Eu nem sabia que lá a realidade
era tão forte. Perto deles, estamos até muto bem. —
Tânia “Lian” Siva, 26, india pankararu.

w

“Eu gosto muto de televisão. Assisto às novelas,
me vito muto. Mas, ao mesmo tempo, sei que squio
tudo que passa lá não é verdade. É tudo uma Ilusão
— Valentina Maria Vieira dos Santos, 89, india fulnto da
aldeia Xoga cla.
Mp3 Playor

“Cuida do meu tocador de MP3 como se fosse um
tesouro. É um pen drive simples, mas é muto especial
para mim. Nele ouço músicas indigenas e bandas da
própria aldeia. Ele vive emprestado porque acaba sendo
a diversão da aldeia inteira. Uso até para etbir uns videos.
que baixo da internet. Basta colocar no apareiho de DVD
com entrada USB que tenho. — Jailon Parkaranu, 23,
ndo pankararu.
Os depoimentos apresentados no texo retratam o
modo como diferentes. gerações indígenas relatam
suas experiências com os artefatos tecnológicos. Os
comentários reveiam

O uma preferência pela possblidade de uso do
computador.

O um elogio à utlidade da tecnologia no cotidiano
indígena

O uma clica à própria identiade antes da inclusão
diga,

O o gosto pela ilusão em tolenoveias transmitidas na TV.

O o desejo de possuir um aparemo importado.
","507,34448432922363","669,7981357574463","60,32"
7,LC,111948,B,"20,0",0,,"1,43134","0,04637","0,08559",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"504,6384334564209",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111948.png,"QUESTÃO 07

SENA, SANTOS ME P: JUNG NLM Domínios de LinguéBgem 14 out 16 (atestado

A fotografia exibe a fachada de um supermercado em
Foz do Iguaçu, cuja localização transfronteiriça é marcada
tanto pelo limite com Argentina e Paraguai quanto pela
presença de outros povos. Essa fachada revela o(a)
apagamento da identidade linguística.

Planejamento linguístico no espaço urbano.

presença marcante da tradição oral na cidade.
disputa de comunidades linguísticas diferentes.
poluição visual promovida pelo multlinguismo

Vo00o
","593,5852527618408","819,3557262420654","54,28"
8,LC,24007,E,"15,0",0,,"0,94955","0,78242","0,01255",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"578,2525539398193",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/24007.png,"QUESTÃO 08

O trabalho não era penoso: colar rótulos, meter
vidros em caixas, etiquetá-las, selá-las, envolvô-las em
papel celofane, branco, verde, azul, conforme o produto,
separá-las em dúzias... Era fastidioso. Para passar mais
rapidamente as oito horas havia o remédio: conversar.
Era proibido, mas quem ia atrás de proibições? O patrão
vinha? Vinha o encarregado do serviço? Calavam o
bico, aplicavam-se ao trabalho. Mal viravam as costas,
voltavam a taramelar. As mãos não paravam, as línguas
não paravam. Nessas conversas intermináveis, de
linguagem solta e assuntos crus, Leniza se completou
Isabela, Afonsina, Idália, Jurete, Deolinda — foram mestras.
O mundo acabou de se desvendar. Leniza perdeu o tom
ingênuo que ainda podia ter. Ganhou um jogar de corpo
que convida, um quebrar de olhos que promete tudo, à
toa, gratuitamente. Modificou-se o timbre de sua voz.
Ficou mais quente. A própria inteligência se transformou
Tornou-se mais aguda, mais trepidante.

REBELO, MA estrela sobe. Roe Jena: José Oymp, 208.

O romance, de 1939, traz à cena tipos e situações que
espelham o Rio de Janeiro daquela década. No fragmento,
o narrador delineia esse contexto centrado no
julgamento da mulher fora do espaço doméstico.
relato sobre as condições de trabalho no Estado Novo.
destaque a grupos populares na condição de
protagonistas.

processo de inclusão do palavrão nos hábitos de
linguagem.

vínculo entre as transformações urbanas e os papéis
femininos.

o o 000
","722,5720882415771","1060,823678970337","50,63"
8,LC,86761,C,"22,0",0,,"2,76657","0,40717","0,12864",Amarela,PROVA AMARELA PPL,,"0,0",2018,"540,7135486602783",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86761.png,"eu diria mesmo, espetacular o nosso va-atismo [.]

Umisiotaemingits
É bem melhor do que eu e vocês

Ameinor banda de todos s tempos da última.

Omelhorcscobraslerodamúsica americana.
O melho cisco dos últimos anos da sucessos.

","584,4895839691162","701,7796039581299","56,43"
9,LC,86504,E,"28,0",0,,"3,44612","0,45128","0,18399",Amarela,PROVA AMARELA PPL,,"0,0",2018,"545,1290607452393",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86504.png,,"577,7709484100342","672,504186630249","59,2"
9,LC,111970,A,"19,0",0,,"3,00407","0,86553","0,12715",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"586,5566730499268",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111970.png,"QUESTÃO 09

A imagem da negra e do negro em produtos de
beleza e a estética do racismo

Resumo: Este artigo tem por finalidade discutir a
representação da população negra, especialmente
da mulher negra, em imagens de produtos de beleza
presentes em comércios do nordeste goiano. Evidencia-
se que a presença de estereótipos negativos nessas
imagens dissemina um imaginário racista apresentado
sob a forma de uma estética racista que camufla a
exclusão e normaliza a inferiorização sofrida pelos(as)
negros(as) na sociedade brasileira. A análise do material
imagético aponta a desvalorização estética do negro,
especialmente da mulher negra, e a idealização da
beleza e do branqueamento a serem alcançados por meio
do uso dos produtos apresentados. O discurso midiático-
publicitário dos produtos de beleza rememora e legitima
a prática de uma ética racista construída e atuante no
cotidiano. Frente a essa discussão, sugere-se que o
trabalho antirracismo, feito nos diversos espaços sociais,
considere o uso de estratégias para uma “descolonização
estética” que empodere os sujeitos negros por meio de
sua valorização estética e protagonismo na construção de
uma ética da diversidade
Palavras-chave: Estética, racismo, mídia, educação,
diversidade.
SANTANA, 3. imagem da negra e do nego em produtos de beleza ea etica do
“acto, Dossiê: salo e ecucaçã básca Margens Itediciplnar
Versão does. Anel, 1.16 jr 2097 (ada
O cumprimento da função referencial da linguagem é
uma marca característica do gênero resumo de artigo
acadêmico. Na estrutura desse texto, essa função é
estabelecida pela

O impessoalidade, na organização da objetividade das
informações, como em “Este artigo tem por finalidade”
e “Evidencia-se”.

O seleção lexical, no desenvolvimento sequencial do
texto, como em “imaginário racista” e “estética do

negro”.

O metaforização, relativa à construção dos sentidos
figurados, como nas expressões “descolonização
estética” e “discurso midiático-publicitário”.

O nominalização, produzida por meio de processos
derivacionais na formação de palavras, como
“inferiorização” e “desvalorização”.

& adjetivação, organizada para criar uma terminologia
antirracista, como em “ética da diversidade” e
“descolonização estética”.
","626,9376277923584","734,9412441253662","56,36"
10,LC,23230,D,"14,0",0,,"1,87571","0,49827","0,20467",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"549,818754196167",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/23230.png,"QUESTÃO 10

[=]

ne cus
Causa DUM
BEZENÃO:

E
nsseane
Ao
it
eucma. ARNAS, CEDI.
ee
Fri asarcarEs
Ci

oc a cado nã ve ço ca e ct us

4 imagem integra uma adaptação em quadrinhos da
obra Grande sertão: veredas, de Guimarães Rosa,
Na representação gráfica, a intersolação de diferentes
linguagens caracteriza-se por

(9 rompercoma inearidade das ações da narrativa teráia

O JIustrardo modo fidedigno passagens representativas
da história.

O articuiar a tensão do romance à desproporcionalidade
das formas.

O potencializar a dramaticidade do episódio com
Fecursos das artes visuais.

O desconstruir a diagramação do texto Iterário pelo
desequilbro da composição.
","607,9809665679932","782,4604511260986","60,23"
10,LC,67551,A,"19,0",0,,"2,12582","1,0358","0,22662",Amarela,PROVA AMARELA PPL,,"0,0",2018,"603,5773754119873",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/67551.png,,"653,125524520874","807,5087070465088","61,33"
